# {"t_start": 1652785593.9837594, "env_id": "FetchPush-v1"} 
r,l,t
-50.0,50,405.628385
-50.0,50,407.258246
-50.0,50,408.899695
-50.0,50,410.524605
-50.0,50,412.144095
-50.0,50,413.797324
-50.0,50,415.434521
-50.0,50,417.072499
-50.0,50,418.750562
0.0,50,420.407619
-50.0,50,422.053014
-50.0,50,423.684094
-50.0,50,425.335341
-50.0,50,427.016965
-50.0,50,428.873033
-50.0,50,430.538328
-50.0,50,432.187887
-50.0,50,433.847897
-50.0,50,435.503816
-50.0,50,437.139223
-50.0,50,438.803988
-50.0,50,440.445075
-50.0,50,442.094027
-50.0,50,443.74162
-50.0,50,445.39715
-50.0,50,447.087383
-50.0,50,448.778546
-50.0,50,449.109554
-50.0,50,449.460303
-50.0,50,449.824149
-50.0,50,450.157338
-50.0,50,450.528363
-50.0,50,450.848872
-50.0,50,451.186849
0.0,50,451.504573
-50.0,50,451.848017
-50.0,50,452.303842
-50.0,50,453.954292
-50.0,50,455.65255
-50.0,50,457.294952
-50.0,50,459.117553
-50.0,50,460.763144
-50.0,50,462.394146
-50.0,50,464.036935
-50.0,50,465.711607
0.0,50,467.348442
-50.0,50,468.987681
-50.0,50,470.647459
-50.0,50,472.303458
0.0,50,474.001704
-50.0,50,475.631763
-50.0,50,477.261053
-50.0,50,478.956194
-50.0,50,480.609882
-50.0,50,482.242501
-50.0,50,483.881304
-50.0,50,485.557662
0.0,50,487.210972
-50.0,50,489.056705
-50.0,50,490.719533
-50.0,50,492.369507
-50.0,50,494.036916
-50.0,50,495.671801
-50.0,50,497.303025
-50.0,50,498.979875
-50.0,50,500.686531
-50.0,50,502.323511
-50.0,50,503.993413
-50.0,50,505.644926
-50.0,50,507.299364
-50.0,50,508.938517
0.0,50,510.602797
0.0,50,512.256516
-50.0,50,513.904306
-50.0,50,515.563725
-50.0,50,517.204064
-50.0,50,519.042222
-50.0,50,520.69431
-50.0,50,522.36004
-50.0,50,524.210705
-50.0,50,526.017343
-50.0,50,527.814652
-50.0,50,529.542317
-50.0,50,531.248921
-50.0,50,532.994241
0.0,50,534.775308
-50.0,50,536.465012
-50.0,50,536.81946
-50.0,50,537.170311
-50.0,50,537.504212
-50.0,50,537.844674
-50.0,50,538.196534
0.0,50,538.538172
-50.0,50,538.884379
-50.0,50,539.211242
-50.0,50,539.543973
-50.0,50,539.93711
-50.0,50,541.602157
-50.0,50,543.268484
-50.0,50,544.918414
-34.0,50,546.572437
-50.0,50,548.29369
-50.0,50,549.967012
-50.0,50,551.654509
-50.0,50,553.32307
0.0,50,554.977291
-50.0,50,556.654263
-50.0,50,558.34653
-50.0,50,560.011113
0.0,50,561.673646
-50.0,50,563.339732
-50.0,50,564.980577
-50.0,50,566.642839
-50.0,50,568.302222
-50.0,50,569.943347
-50.0,50,571.590505
-50.0,50,573.249072
-50.0,50,574.899187
-50.0,50,576.560342
-50.0,50,578.416661
-50.0,50,580.083968
-50.0,50,581.731852
-50.0,50,583.407397
-50.0,50,585.079873
-50.0,50,586.733183
-50.0,50,588.400858
0.0,50,590.044883
-50.0,50,591.71163
-50.0,50,593.380621
-50.0,50,595.017803
-50.0,50,596.696506
-50.0,50,598.306028
-50.0,50,599.95332
-50.0,50,601.591491
-50.0,50,603.238736
-50.0,50,604.925548
-50.0,50,606.58736
-50.0,50,608.3685
