Wall time,Step,Value
1652697737.6011229,800,0.0625
1652697741.5518136,1000,0.05000000074505806
1652697766.7507703,2200,0.04545454680919647
1652697783.9773424,3000,0.03333333507180214
1652697788.211801,3200,0.03125
1652697799.7911177,3800,0.02631578966975212
1652697803.508534,4000,0.02500000037252903
1652697807.1234694,4200,0.02380952425301075
1652697813.946291,4600,0.021739130839705467
1652697817.2928998,4800,0.02083333395421505
1652697827.5049813,5400,0.019999999552965164
1652697830.9209547,5600,0.029999999329447746
1652697868.8131578,7800,0.009999999776482582
1652697875.5705628,8200,0.009999999776482582
1652697900.123515,9600,0.009999999776482582
1652697903.4917853,9800,0.009999999776482582
1652697907.0303462,10000,0.009999999776482582
1652697914.0537395,10400,0.009999999776482582
1652697924.315596,11000,0.009999999776482582
1652697934.657091,11600,0.009999999776482582
1652697945.332439,12200,0.009999999776482582
1652697948.9643288,12400,0.009999999776482582
1652697952.4680915,12600,0.019999999552965164
1652697955.9324083,12800,0.019999999552965164
1652697962.793071,13200,0.019999999552965164
1652697966.1991115,13400,0.029999999329447746
1652697969.7202961,13600,0.03999999910593033
1652697973.2870052,13800,0.05999999865889549
1652697980.189551,14200,0.05999999865889549
1652697983.6186059,14400,0.05999999865889549
1652698005.5683038,15600,0.05999999865889549
1652698014.4769716,16000,0.05000000074505806
1652698026.2874165,16600,0.05000000074505806
1652698037.261376,17200,0.05000000074505806
1652698052.172073,18000,0.03999999910593033
1652698089.4663892,20000,0.0
1652698104.7827399,20800,0.0
1652698115.357662,21400,0.009999999776482582
1652698118.9096608,21600,0.009999999776482582
1652698127.038117,22000,0.009999999776482582
1652698153.5046575,23400,0.019999999552965164
1652698171.4401474,24400,0.019999999552965164
1652698186.3234978,25200,0.019999999552965164
1652698189.9527254,25400,0.019999999552965164
1652698197.076098,25800,0.019999999552965164
1652698204.4837563,26200,0.019999999552965164
1652698226.8141534,27400,0.019999999552965164
1652698231.3337162,27600,0.019999999552965164
1652698263.2035253,29000,0.019999999552965164
1652698270.7920947,29400,0.019999999552965164
1652698274.8447285,29600,0.019999999552965164
1652698286.39051,30200,0.029999999329447746
1652698313.455815,31600,0.029999999329447746
1652698326.6498628,32200,0.029999999329447746
1652698333.956686,32600,0.029999999329447746
1652698341.3363566,33000,0.03999999910593033
1652698363.626533,34200,0.029999999329447746
1652698367.4732177,34400,0.03999999910593033
1652698371.1257474,34600,0.03999999910593033
1652698393.0346873,35600,0.019999999552965164
1652698410.7343776,36400,0.03999999910593033
1652698423.3859735,37000,0.03999999910593033
1652698427.806629,37200,0.03999999910593033
1652698432.3210185,37400,0.03999999910593033
1652698447.562197,38200,0.029999999329447746
1652698451.3195403,38400,0.029999999329447746
1652698455.4997845,38600,0.03999999910593033
1652698484.0676103,40000,0.05999999865889549
1652698495.2384248,40600,0.05999999865889549
1652698499.0367584,40800,0.05000000074505806
1652698502.8260326,41000,0.05999999865889549
1652698506.539447,41200,0.05000000074505806
1652698514.079557,41600,0.05999999865889549
1652698529.8135695,42400,0.05999999865889549
1652698537.7415905,42800,0.05999999865889549
1652698545.6642601,43200,0.07000000029802322
1652698561.2257297,44000,0.05999999865889549
1652698565.0595212,44200,0.05999999865889549
1652698569.085381,44400,0.05999999865889549
1652698580.8071404,45000,0.05000000074505806
1652698601.0546424,46000,0.05000000074505806
1652698641.695458,48000,0.03999999910593033
1652698651.23999,48400,0.03999999910593033
1652698665.0067556,49000,0.029999999329447746
1652698669.13932,49200,0.029999999329447746
1652698673.1804004,49400,0.029999999329447746
1652698706.34529,51000,0.019999999552965164
1652698722.919925,51800,0.019999999552965164
1652698727.0547383,52000,0.019999999552965164
1652698731.1957133,52200,0.019999999552965164
1652698781.3215766,54400,0.05000000074505806
1652698794.4420037,55000,0.05000000074505806
1652698802.9976442,55400,0.05999999865889549
1652698811.7426684,55800,0.05000000074505806
1652698820.4809825,56200,0.05000000074505806
1652698829.5019033,56600,0.05000000074505806
1652698843.492994,57200,0.05000000074505806
1652698858.5502174,57800,0.03999999910593033
1652698868.7143972,58200,0.05000000074505806
1652698893.1242251,59200,0.03999999910593033
1652698902.9958456,59600,0.03999999910593033
1652698907.9369998,59800,0.03999999910593033
1652698947.1950269,61400,0.029999999329447746
1652698956.8761184,61800,0.03999999910593033
1652698977.0538464,62600,0.05000000074505806
1652699000.179915,63400,0.03999999910593033
1652699011.1646833,63800,0.029999999329447746
1652699018.912762,64000,0.029999999329447746
1652699045.4926379,64600,0.029999999329447746
1652699446.4721665,67600,0.019999999552965164
1652699475.549696,67800,0.019999999552965164
1652699596.3431344,68800,0.029999999329447746
1652699608.9798365,69200,0.029999999329447746
1652699615.1775086,69400,0.029999999329447746
1652699656.3360927,70600,0.03999999910593033
1652699668.8139608,71000,0.03999999910593033
1652699694.512642,71800,0.05000000074505806
1652699724.8234591,72600,0.03999999910593033
1652699732.4876106,72800,0.03999999910593033
1652699740.441768,73000,0.03999999910593033
1652699747.4355905,73200,0.03999999910593033
1652699754.8655515,73400,0.05000000074505806
1652699761.8328974,73600,0.05000000074505806
1652699838.6447005,75800,0.029999999329447746
1652699894.6034884,77400,0.009999999776482582
1652699923.52223,78200,0.019999999552965164
1652699938.5314915,78600,0.009999999776482582
1652699953.4332552,79000,0.009999999776482582
1652699975.006479,79600,0.019999999552965164
1652700010.32675,80600,0.019999999552965164
1652700024.6732154,81000,0.029999999329447746
1652700066.3043761,82000,0.05000000074505806
1652700094.8014476,82800,0.05999999865889549
1652700102.0292141,83000,0.05000000074505806
1652700109.2363858,83200,0.05000000074505806
1652700154.541549,84400,0.03999999910593033
1652700162.0903175,84600,0.03999999910593033
1652700182.1985312,85200,0.03999999910593033
1652700188.8910887,85400,0.03999999910593033
1652700215.7682288,86200,0.05000000074505806
1652700251.0181496,87200,0.03999999910593033
1652700258.480985,87400,0.05000000074505806
1652700265.835606,87600,0.05999999865889549
1652700280.3393815,88000,0.05000000074505806
1652700295.21876,88400,0.05999999865889549
1652700309.689865,88800,0.05999999865889549
1652700317.0215476,89000,0.05999999865889549
1652700331.1074724,89400,0.05999999865889549
1652700360.4150045,90200,0.05999999865889549
1652700375.646578,90600,0.05000000074505806
1652700407.597137,91400,0.05000000074505806
1652700439.693501,92200,0.03999999910593033
1652700447.6208093,92400,0.029999999329447746
1652700475.4936728,93200,0.019999999552965164
1652700483.19674,93400,0.009999999776482582
1652700510.0047767,93800,0.009999999776482582
1652700526.1335964,94200,0.009999999776482582
1652700556.2616434,95000,0.009999999776482582
1652700564.0955005,95200,0.019999999552965164
1652700605.217221,96200,0.009999999776482582
1652700612.4987195,96400,0.019999999552965164
1652700635.1250088,97000,0.019999999552965164
1652700657.3780622,97600,0.029999999329447746
1652700665.729534,97800,0.029999999329447746
1652700673.4242935,98000,0.029999999329447746
1652700692.134921,98400,0.03999999910593033
1652700716.8039591,99000,0.03999999910593033
1652700759.1501565,99800,0.05000000074505806
1652700787.519618,100600,0.05000000074505806
1652700794.5085547,100800,0.05000000074505806
1652700839.0450459,102000,0.05000000074505806
1652700845.9870715,102200,0.03999999910593033
1652700852.9969656,102400,0.03999999910593033
1652700859.9389038,102600,0.03999999910593033
1652700867.2750814,102800,0.03999999910593033
1652700875.8304207,103000,0.03999999910593033
1652700901.0363147,103600,0.03999999910593033
1652700910.3482482,103800,0.03999999910593033
1652700918.1883807,104000,0.03999999910593033
1652701022.8401945,106800,0.05000000074505806
1652701029.9950137,107000,0.05000000074505806
1652701044.5296266,107400,0.05000000074505806
1652701051.8184254,107600,0.05000000074505806
1652701058.9834895,107800,0.05000000074505806
1652701075.7173038,108200,0.05000000074505806
1652701091.721524,108600,0.03999999910593033
1652701107.4801981,109000,0.03999999910593033
1652701123.160377,109400,0.019999999552965164
1652701130.5631752,109600,0.019999999552965164
1652701152.7359931,110200,0.019999999552965164
1652701167.9099836,110600,0.019999999552965164
1652701190.279401,111200,0.0
1652701198.2528892,111400,0.0
1652701243.0322063,112600,0.009999999776482582
1652701250.4650617,112800,0.009999999776482582
1652701258.1846757,113000,0.009999999776482582
1652701288.5623055,113800,0.009999999776482582
1652701312.0918403,114400,0.009999999776482582
1652701327.019056,114800,0.019999999552965164
1652701349.7023234,115400,0.019999999552965164
1652701380.1075616,116200,0.029999999329447746
1652701410.9835224,117000,0.029999999329447746
1652701418.3279092,117200,0.019999999552965164
1652701440.078879,117800,0.019999999552965164
1652701455.2017887,118200,0.019999999552965164
1652701462.5906675,118400,0.019999999552965164
1652701484.3669424,119000,0.019999999552965164
1652701499.2698352,119400,0.019999999552965164
1652701514.8752728,119800,0.009999999776482582
1652701522.5413213,120000,0.009999999776482582
1652701546.8394876,120600,0.009999999776482582
1652701554.8269107,120800,0.0
1652701595.8674686,121800,0.009999999776482582
1652701635.089726,122800,0.019999999552965164
1652701643.339985,123000,0.019999999552965164
1652701662.0241995,123400,0.019999999552965164
1652701694.6546352,124200,0.019999999552965164
1652701709.8803658,124600,0.019999999552965164
1652701717.5986345,124800,0.019999999552965164
1652701740.5720484,125400,0.019999999552965164
1652701755.7556438,125800,0.019999999552965164
1652701763.5441933,126000,0.019999999552965164
1652701793.5873387,126800,0.009999999776482582
1652701822.7439363,127600,0.009999999776482582
1652701846.6345415,128200,0.0
1652701854.8649242,128400,0.009999999776482582
1652701864.6359472,128600,0.009999999776482582
1652701872.4459348,128800,0.009999999776482582
1652701879.996335,129000,0.009999999776482582
1652701917.1135657,130000,0.019999999552965164
1652701933.151027,130400,0.019999999552965164
1652701941.7989569,130600,0.019999999552965164
1652701957.4860296,131000,0.029999999329447746
1652701966.1049273,131200,0.029999999329447746
1652701990.0793276,131800,0.03999999910593033
1652702005.029938,132200,0.05000000074505806
1652702059.9142587,133600,0.05000000074505806
1652702082.9931612,134200,0.05000000074505806
1652702121.141257,135200,0.03999999910593033
1652702128.856401,135400,0.03999999910593033
1652702160.0276966,136200,0.03999999910593033
1652702192.3198771,137000,0.029999999329447746
1652702215.8513494,137600,0.019999999552965164
1652702255.3763218,138600,0.019999999552965164
1652702271.266599,139000,0.019999999552965164
1652702287.3136952,139400,0.019999999552965164
1652702295.4119062,139600,0.019999999552965164
1652702310.2718816,140000,0.019999999552965164
1652702334.2468295,140600,0.019999999552965164
1652702358.560142,141200,0.029999999329447746
1652702396.941678,142200,0.03999999910593033
1652702433.3080344,143200,0.029999999329447746
1652702447.7722762,143600,0.03999999910593033
1652702470.1646261,144200,0.03999999910593033
1652702478.6937869,144400,0.03999999910593033
1652702495.298863,144800,0.03999999910593033
1652702510.110266,145200,0.03999999910593033
1652702517.8554804,145400,0.029999999329447746
1652702534.3624356,145800,0.019999999552965164
1652702541.540789,146000,0.019999999552965164
1652702555.997317,146400,0.019999999552965164
1652702564.2649508,146600,0.019999999552965164
1652702571.9764647,146800,0.019999999552965164
1652702611.397465,147800,0.019999999552965164
1652702645.0551236,148600,0.009999999776482582
1652702660.195686,149000,0.009999999776482582
1652702752.1589231,151400,0.029999999329447746
1652702766.695249,151800,0.03999999910593033
1652702809.8550973,153000,0.03999999910593033
1652702818.2067406,153200,0.03999999910593033
1652702840.3046288,153800,0.05000000074505806
1652702847.5153244,154000,0.05000000074505806
1652702869.9031603,154600,0.03999999910593033
1652702893.625641,155200,0.05000000074505806
1652702900.8223948,155400,0.05000000074505806
1652702915.3054214,155800,0.05000000074505806
1652702922.596044,156000,0.03999999910593033
1652702930.0369632,156200,0.03999999910593033
1652702937.408579,156400,0.03999999910593033
1652702944.8109508,156600,0.03999999910593033
1652702988.071265,157800,0.029999999329447746
1652703012.5651257,158400,0.029999999329447746
1652703107.2480786,161000,0.05000000074505806
1652703114.609427,161200,0.05999999865889549
1652703121.8058994,161400,0.07999999821186066
1652703129.1077561,161600,0.07999999821186066
1652703151.0066433,162200,0.09000000357627869
1652703208.7612338,163800,0.11999999731779099
1652703216.0239167,164000,0.10999999940395355
1652703275.6689532,165600,0.11999999731779099
1652703284.0986018,165800,0.11999999731779099
1652703314.0188532,166600,0.07999999821186066
1652703321.3542137,166800,0.07999999821186066
1652703336.0273423,167200,0.05999999865889549
1652703343.4106305,167400,0.07000000029802322
1652703365.3243525,168000,0.05999999865889549
1652703372.699538,168200,0.05999999865889549
1652703394.4928873,168800,0.03999999910593033
1652703409.0155454,169200,0.03999999910593033
1652703445.6121972,170200,0.009999999776482582
1652703452.8287966,170400,0.009999999776482582
1652703478.0697792,171000,0.03999999910593033
1652703508.5777156,171600,0.05000000074505806
1652703531.6642823,172200,0.07000000029802322
1652703547.67433,172600,0.05999999865889549
1652703573.886263,173200,0.07000000029802322
