Wall time,Step,Value
1652890058.7440379,1000,0.0
1652890096.372912,3000,0.0
1652890099.942059,3200,0.0
1652890117.3811712,3800,0.0
1652890123.1448693,4000,0.0
1652890129.465695,4200,0.0
1652890140.9262276,4600,0.0
1652890162.9584827,5400,0.0
1652890168.2588081,5600,0.0
1652890240.868228,8200,0.0
1652890277.7443504,9600,0.0
1652890283.0336123,9800,0.0
1652890288.3851438,10000,0.0
1652890315.9977686,11000,0.0
1652890348.195169,12200,0.0
1652890359.5795038,12600,0.0
1652890365.1798265,12800,0.009999999776482582
1652890381.0876632,13400,0.009999999776482582
1652890386.507373,13600,0.009999999776482582
1652890402.3187478,14200,0.009999999776482582
1652890407.6115668,14400,0.009999999776482582
1652890439.83448,15600,0.019999999552965164
1652890468.5165987,16600,0.019999999552965164
1652890507.0263138,18000,0.009999999776482582
1652890560.21778,20000,0.009999999776482582
1652890582.2130263,20800,0.009999999776482582
1652890598.2050488,21400,0.009999999776482582
1652890603.520065,21600,0.009999999776482582
1652890652.081161,23400,0.009999999776482582
1652890678.9010835,24400,0.0
1652890700.6483011,25200,0.0
1652890705.822745,25400,0.0
1652890716.5725155,25800,0.0
1652890727.204477,26200,0.0
1652890760.16906,27400,0.0
1652890765.6710038,27600,0.0
1652890804.0626693,29000,0.0
1652890814.4416392,29400,0.009999999776482582
1652890819.8108294,29600,0.009999999776482582
1652890835.6574078,30200,0.009999999776482582
1652890873.3215637,31600,0.009999999776482582
1652890889.6731758,32200,0.009999999776482582
1652890900.533831,32600,0.009999999776482582
1652890911.0713792,33000,0.009999999776482582
1652890942.559639,34200,0.0
1652890947.788541,34400,0.0
1652890953.3823314,34600,0.0
1652890980.4950805,35600,0.0
1652891018.0373547,37000,0.0
1652891023.354945,37200,0.0
1652891029.0716217,37400,0.0
1652891051.2757082,38200,0.0
1652891056.5618875,38400,0.0
1652891061.677698,38600,0.009999999776482582
1652891100.4612708,40000,0.009999999776482582
1652891117.200822,40600,0.009999999776482582
1652891122.5238254,40800,0.009999999776482582
1652891128.3237324,41000,0.009999999776482582
1652891133.7531679,41200,0.009999999776482582
1652891145.0851824,41600,0.009999999776482582
1652891167.5588973,42400,0.009999999776482582
1652891179.1465561,42800,0.009999999776482582
1652891190.046771,43200,0.009999999776482582
1652891217.9546494,44200,0.009999999776482582
1652891223.7172296,44400,0.009999999776482582
1652891240.5331507,45000,0.009999999776482582
1652891271.9762883,46000,0.009999999776482582
1652891329.7806244,48000,0.019999999552965164
1652891358.314254,49000,0.009999999776482582
1652891364.1800852,49200,0.009999999776482582
1652891370.3560128,49400,0.009999999776482582
1652891440.4666793,51800,0.009999999776482582
1652891446.464653,52000,0.009999999776482582
1652891452.157622,52200,0.009999999776482582
1652891517.3198485,54400,0.0
1652891535.5028515,55000,0.0
1652891547.3641653,55400,0.0
1652891559.424469,55800,0.0
1652891583.5465329,56600,0.0
1652891602.745443,57200,0.0
1652891621.0306368,57800,0.0
1652891633.0403204,58200,0.0
1652891663.5565603,59200,0.009999999776482582
1652891675.8008487,59600,0.009999999776482582
1652891681.9372249,59800,0.009999999776482582
1652891731.6119025,61400,0.009999999776482582
1652891744.080526,61800,0.009999999776482582
1652891769.2257721,62600,0.009999999776482582
1652891794.4915245,63400,0.009999999776482582
1652891807.257529,63800,0.009999999776482582
1652891813.7822993,64000,0.009999999776482582
1652891833.030862,64600,0.0
1652891932.3138044,67600,0.0
1652891938.927755,67800,0.0
1652891972.771872,68800,0.0
1652891986.0910807,69200,0.0
1652891992.9254146,69400,0.0
1652892033.6006193,70600,0.0
1652892047.1918194,71000,0.0
1652892074.4501076,71800,0.0
1652892101.6977274,72600,0.0
1652892108.4707255,72800,0.0
1652892115.437779,73000,0.0
1652892122.295559,73200,0.0
1652892129.003204,73400,0.0
1652892135.8892028,73600,0.0
1652892211.8396077,75800,0.0
1652892267.7327204,77400,0.0
1652892295.853648,78200,0.0
1652892309.8367867,78600,0.0
1652892344.5090637,79600,0.0
1652892379.3748507,80600,0.009999999776482582
1652892393.3619993,81000,0.009999999776482582
1652892428.8103528,82000,0.009999999776482582
1652892463.733581,83000,0.009999999776482582
1652892470.9109483,83200,0.009999999776482582
1652892513.5780914,84400,0.009999999776482582
1652892520.6419635,84600,0.009999999776482582
1652892549.210682,85400,0.0
1652892624.6260571,87400,0.019999999552965164
1652892631.6787071,87600,0.019999999552965164
1652892646.1716728,88000,0.019999999552965164
1652892676.5353813,88800,0.019999999552965164
1652892683.7903519,89000,0.019999999552965164
1652892698.5384665,89400,0.019999999552965164
1652892727.529968,90200,0.019999999552965164
1652892742.3148277,90600,0.019999999552965164
1652892771.0418148,91400,0.009999999776482582
1652892807.408813,92400,0.0
1652892836.3998604,93200,0.0
1652892843.5387952,93400,0.0
1652892858.0013235,93800,0.0
1652892872.582162,94200,0.0
1652892902.0002456,95000,0.0
1652892909.340835,95200,0.0
1652892945.7276013,96200,0.0
1652892952.7693226,96400,0.0
1652892997.2076118,97600,0.009999999776482582
1652893011.857076,98000,0.009999999776482582
1652893048.144964,99000,0.009999999776482582
1652893077.3059697,99800,0.019999999552965164
1652893156.7602212,102000,0.029999999329447746
1652893163.96643,102200,0.029999999329447746
1652893171.1423817,102400,0.029999999329447746
1652893178.3685942,102600,0.029999999329447746
1652893185.4667537,102800,0.029999999329447746
1652893192.5258036,103000,0.029999999329447746
1652893214.5180311,103600,0.029999999329447746
1652893221.6984282,103800,0.029999999329447746
1652893229.0227427,104000,0.029999999329447746
1652893330.5297086,106800,0.0
1652893337.6023912,107000,0.0
1652893352.1099954,107400,0.009999999776482582
1652893359.2304292,107600,0.019999999552965164
1652893366.689349,107800,0.019999999552965164
1652893381.0507336,108200,0.019999999552965164
1652893395.4837525,108600,0.019999999552965164
1652893410.1381736,109000,0.019999999552965164
1652893424.5068974,109400,0.019999999552965164
1652893453.4589682,110200,0.019999999552965164
1652893467.7123253,110600,0.019999999552965164
1652893496.7103174,111400,0.03999999910593033
1652893544.0372286,112600,0.019999999552965164
1652893558.3294477,113000,0.019999999552965164
1652893588.8837206,113800,0.019999999552965164
1652893612.2632494,114400,0.019999999552965164
1652893627.3062465,114800,0.019999999552965164
1652893706.2998822,117000,0.019999999552965164
1652893713.413248,117200,0.019999999552965164
1652893734.7452505,117800,0.019999999552965164
1652893749.1545198,118200,0.019999999552965164
1652893756.3866136,118400,0.019999999552965164
1652893778.0310557,119000,0.019999999552965164
1652893792.4650648,119400,0.019999999552965164
1652893842.8147585,120800,0.009999999776482582
1652893878.57012,121800,0.009999999776482582
1652893914.461972,122800,0.0
1652893921.8543193,123000,0.0
1652893936.691035,123400,0.0
1652893980.520046,124600,0.009999999776482582
1652893987.6927822,124800,0.009999999776482582
