# {"t_start": 1652815070.6562545, "env_id": "FetchSlide-v1"} 
r,l,t
-49.0,50,1415.764806
-50.0,50,1417.422396
-50.0,50,1419.080742
-50.0,50,1420.733642
-50.0,50,1422.364275
-50.0,50,1424.00381
-50.0,50,1425.6786
-50.0,50,1427.319628
-50.0,50,1428.988592
-50.0,50,1430.633796
-50.0,50,1432.270966
-50.0,50,1433.903423
-50.0,50,1435.536779
-50.0,50,1437.170779
-46.0,50,1438.977435
-50.0,50,1440.598476
-50.0,50,1442.290561
-50.0,50,1443.919702
-50.0,50,1445.594486
-50.0,50,1447.231995
-39.0,50,1448.871928
-50.0,50,1450.554174
-50.0,50,1452.178015
-50.0,50,1453.853374
-47.0,50,1455.504738
-50.0,50,1457.154097
-50.0,50,1458.800932
-24.0,50,1460.449645
-50.0,50,1462.092872
-45.0,50,1463.764621
-50.0,50,1465.420878
-50.0,50,1467.071852
-50.0,50,1468.752982
-50.0,50,1470.492366
-50.0,50,1472.1671
-50.0,50,1472.557545
-50.0,50,1472.929331
-50.0,50,1473.321841
-50.0,50,1473.70887
-50.0,50,1474.103154
-50.0,50,1474.492857
-50.0,50,1474.904834
-44.0,50,1475.309108
-50.0,50,1475.682289
-50.0,50,1476.080487
-50.0,50,1477.710946
-50.0,50,1479.375198
-50.0,50,1481.021994
-50.0,50,1482.65468
-50.0,50,1484.319698
-50.0,50,1485.972354
-50.0,50,1487.606763
-50.0,50,1489.236199
-50.0,50,1490.904341
-50.0,50,1492.565852
-50.0,50,1494.209469
-50.0,50,1495.83158
-50.0,50,1497.475724
-50.0,50,1499.21927
-43.0,50,1500.859345
-50.0,50,1502.526309
-50.0,50,1504.184836
-50.0,50,1505.8141
-43.0,50,1507.506086
-50.0,50,1509.163486
-50.0,50,1510.792419
-50.0,50,1512.428444
-50.0,50,1514.06453
-50.0,50,1515.702357
-50.0,50,1517.336322
-27.0,50,1518.990341
-50.0,50,1520.640633
-50.0,50,1522.283736
-50.0,50,1523.91856
-50.0,50,1525.552776
-50.0,50,1527.188955
-50.0,50,1528.927322
-50.0,50,1530.584317
-50.0,50,1532.212446
-50.0,50,1533.856914
-50.0,50,1535.493199
-50.0,50,1537.136786
-50.0,50,1538.798603
-50.0,50,1540.432884
-50.0,50,1542.05609
-50.0,50,1543.76417
-50.0,50,1545.410038
-25.0,50,1547.047172
-50.0,50,1548.736865
-50.0,50,1550.365067
-50.0,50,1552.025966
-50.0,50,1553.680122
-50.0,50,1555.34271
-50.0,50,1557.011992
-50.0,50,1558.651045
-50.0,50,1559.145442
-48.0,50,1559.534685
-50.0,50,1559.920511
-47.0,50,1560.310512
-50.0,50,1560.700195
-50.0,50,1561.086211
-50.0,50,1561.441687
-50.0,50,1561.822074
-38.0,50,1562.190036
-50.0,50,1562.541153
-50.0,50,1564.203477
-50.0,50,1565.886543
-50.0,50,1567.531268
-50.0,50,1569.164378
-50.0,50,1570.812692
-50.0,50,1572.457
-50.0,50,1574.154092
-50.0,50,1575.821533
-50.0,50,1577.498683
-46.0,50,1579.15262
-50.0,50,1580.836877
-50.0,50,1582.516264
-50.0,50,1584.164547
-50.0,50,1585.810113
-50.0,50,1587.479941
-29.0,50,1589.246179
-50.0,50,1590.911778
-50.0,50,1592.601182
-50.0,50,1594.263548
-50.0,50,1595.974691
-50.0,50,1597.685205
-50.0,50,1599.356622
-50.0,50,1601.024715
-50.0,50,1602.668201
-44.0,50,1604.332579
-50.0,50,1605.98245
-50.0,50,1607.640341
-50.0,50,1609.32024
-50.0,50,1610.975526
-50.0,50,1612.620812
-50.0,50,1614.250922
-50.0,50,1615.880831
-50.0,50,1617.560745
-50.0,50,1619.268516
-50.0,50,1620.903213
-42.0,50,1622.553219
