,Epoch,TestEpRew,TestSuccessRate
0,1,-49.0,0.0
1,2,-49.9,0.0
2,3,-48.4,0.0
3,4,-37.0,0.2
4,5,-1.7,1.0
5,6,-1.6,1.0
6,7,-2.2,1.0
7,8,-2.0,1.0
8,9,-1.5,1.0
9,10,-1.5,1.0
10,11,-1.9,1.0
11,12,-2.0,1.0
12,13,-2.2,1.0
13,14,-1.8,1.0
14,15,-1.9,1.0
15,16,-1.6,1.0
16,17,-2.0,1.0
17,18,-1.6,1.0
18,19,-1.7,1.0
19,20,-1.6,1.0
